0.0,0.0,0.0
832.0,878.0,940.0
1323.0,1315.0,1322.0
1140.0,1167.0,1186.0
13.0,7.0,3.0
5.0,1.0,0.0
21.0,31.0,60.0
21.0,28.0,47.0
181.0,173.0,265.0
170.0,159.0,230.0
29.0,35.0,50.0
16.0,19.0,35.0
659.0,523.0,572.0
513.0,385.0,445.0
50.0,13.0,13.0
50.0,13.0,13.0
50.0,13.0,13.0
10.0,7.0,1.0
5.0,11.0,0.0
5.0,11.0,0.0
110.0,58.0,74.0
107.0,58.0,74.0
107.0,58.0,74.0
482.0,622.0,521.0
5463.0,6026.0,5388.0
733.0,716.0,718.0
1.0,0.0,0.0
451.0,365.0,354.0
451.0,365.0,354.0
451.0,365.0,354.0
451.0,365.0,354.0
337.0,247.0,239.0
294.0,188.0,217.0
279.0,212.0,242.0
198.0,170.0,178.0
179.0,156.0,148.0
179.0,155.0,148.0
83.0,61.0,59.0
61.0,42.0,40.0
136.0,127.0,116.0
1.0,0.0,1.0
1.0,0.0,1.0
1.0,0.0,1.0
5.0,1.0,0.0
5.0,2.0,0.0
3.0,0.0,0.0
5.0,1.0,0.0
3.0,2.0,0.0
5277.0,5415.0,5028.0
5277.0,5415.0,5028.0
2146.0,2104.0,2142.0
2896.0,3076.0,2988.0
1384.0,1133.0,950.0
61.0,85.0,69.0
1178.0,977.0,1031.0
1094.0,895.0,957.0
698.0,536.0,589.0
1015.0,794.0,874.0
1000.0,779.0,850.0
962.0,735.0,803.0
957.0,730.0,802.0
772.0,588.0,648.0
718.0,543.0,605.0
446.0,342.0,379.0
446.0,342.0,379.0
108.0,65.0,97.0
140.0,244.0,238.0
140.0,244.0,238.0
64.0,92.0,92.0
126.0,207.0,182.0
123.0,205.0,178.0
36.0,54.0,42.0
2956.0,2299.0,2282.0
2951.0,2299.0,2282.0
416.0,372.0,284.0
330.0,315.0,220.0
2292.0,1856.0,2097.0
2292.0,1856.0,2097.0
2291.0,1856.0,2097.0
2291.0,1856.0,2097.0
2291.0,1856.0,2097.0
2261.0,1835.0,2079.0
2256.0,1835.0,2075.0
1624.0,1295.0,1409.0
1348.0,1039.0,1144.0
1336.0,1027.0,1130.0
1336.0,1027.0,1130.0
541.0,412.0,452.0
493.0,379.0,391.0
758.0,773.0,633.0
170.0,166.0,141.0
28.0,31.0,15.0
3013.0,2540.0,2234.0
3013.0,2541.0,2235.0
13814.0,12504.0,11422.0
13815.0,12504.0,11422.0
13815.0,12504.0,11422.0
13902.0,12594.0,11531.0
1169.0,875.0,922.0
1192.0,895.0,934.0
1169.0,882.0,927.0
1173.0,885.0,927.0
5076.0,4558.0,4909.0
5788.0,5199.0,5620.0
1542.0,1287.0,1565.0
252.0,209.0,259.0
188.0,141.0,164.0
323.0,264.0,271.0
97.0,64.0,106.0
90.0,61.0,100.0
828.0,693.0,623.0
438.0,414.0,392.0
533.0,422.0,374.0
38.0,21.0,18.0
38.0,21.0,18.0
38.0,21.0,18.0
23.0,5.0,16.0
4.0,0.0,6.0
0.0,0.0,1.0
65.0,23.0,7.0
184.0,70.0,24.0
191.0,73.0,24.0
191.0,73.0,24.0
40.0,18.0,3.0
173.0,110.0,157.0
2.0,1.0,3.0
552.0,403.0,466.0
1253.0,908.0,1096.0
1260.0,908.0,1036.0
1260.0,908.0,1036.0
1146.0,842.0,973.0
1146.0,842.0,973.0
329.0,200.0,290.0
106.0,75.0,75.0
106.0,75.0,76.0
1869.0,1461.0,1116.0
881.0,620.0,440.0
3.0,5.0,12.0
170.0,219.0,148.0
1898.0,1869.0,1874.0
1898.0,1869.0,1874.0
1898.0,1869.0,1874.0
1898.0,1869.0,1874.0
1898.0,1869.0,1874.0
1895.0,1865.0,1874.0
1895.0,1863.0,1874.0
1784.0,1761.0,1774.0
460.0,520.0,610.0
1727.0,1713.0,1714.0
412.0,463.0,533.0
1678.0,1656.0,1634.0
1396.0,1353.0,1260.0
366.0,354.0,319.0
16.0,12.0,17.0
4.0,0.0,4.0
15.0,12.0,17.0
14.0,12.0,15.0
13.0,12.0,13.0
13.0,12.0,13.0
1384.0,1421.0,1380.0
1394.0,1460.0,1363.0
1464.0,1511.0,1447.0
1464.0,1511.0,1447.0
1464.0,1511.0,1447.0
146.0,119.0,167.0
2201.0,2478.0,2587.0
2204.0,2485.0,2589.0
1539.0,1642.0,1535.0
1501.0,1592.0,1487.0
1512.0,1606.0,1517.0
1512.0,1606.0,1517.0
1512.0,1606.0,1517.0
1512.0,1606.0,1517.0
1065.0,1180.0,1096.0
318.0,320.0,381.0
82.0,66.0,115.0
1290.0,1393.0,1567.0
1295.0,1396.0,1571.0
519.0,571.0,632.0
1426.0,1475.0,1355.0
1426.0,1475.0,1355.0
1426.0,1475.0,1355.0
1426.0,1475.0,1355.0
829.0,809.0,806.0
469.0,421.0,439.0
293.0,249.0,307.0
11046.0,8521.0,7935.0
3278.0,2270.0,2327.0
2552.0,1772.0,1838.0
2074.0,1501.0,1421.0
56.0,76.0,97.0
47.0,67.0,75.0
570.0,478.0,369.0
716.0,591.0,511.0
