mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA36554,540,9520,4724
mRNA36555,540,9513,4705
mRNA36556,539,9513,4704
mRNA36557,115,413,253
mRNA36558,115,413,253
mRNA36559,127,0,265
mRNA36560,127,0,265
mRNA36561,231,37,98
mRNA36562,231,37,98
mRNA36563,231,37,98
mRNA36564,194,34,95
mRNA36565,2,0,0
mRNA36566,176,260,54
mRNA36567,176,260,54
mRNA36568,176,260,54
mRNA36569,176,260,54
mRNA36570,176,260,54
mRNA36571,176,260,54
mRNA36572,175,260,52
mRNA36573,176,260,54
mRNA36574,176,260,54
mRNA36575,176,260,54
mRNA36576,176,260,52
mRNA36577,122,0,44
mRNA36578,73,0,40
mRNA36579,73,0,40
mRNA36580,73,0,38
mRNA36581,72,0,35
mRNA36582,108,938,3
mRNA36583,27,18,90
mRNA36584,27,18,91
mRNA36585,27,18,91
mRNA36586,27,18,91
mRNA36587,26,18,88
mRNA36588,26,18,87
mRNA36589,18,15,78
mRNA36590,0,0,0
mRNA36591,0,0,0
mRNA36592,0,0,0
mRNA36593,0,0,0
mRNA36594,0,0,0
mRNA36595,0,0,0
mRNA36596,0,0,0
mRNA36597,0,0,0
mRNA36598,0,0,0
mRNA36599,0,0,0
mRNA36600,0,0,0
mRNA36601,0,0,0
mRNA36602,0,0,0
mRNA36603,68,0,273
mRNA36604,68,0,273
mRNA36605,68,0,273
mRNA36606,68,0,273
mRNA36607,68,0,273
mRNA36608,68,0,273
mRNA36609,68,0,273
mRNA36610,68,0,273
mRNA36611,68,0,273
mRNA36612,68,0,273
mRNA36613,68,0,273
mRNA36614,68,0,273
mRNA36615,68,0,261
mRNA36616,68,0,261
mRNA36617,68,0,261
mRNA36618,68,0,261
mRNA36619,68,0,261
mRNA36620,68,0,261
mRNA36621,68,0,261
mRNA36622,68,0,261
mRNA36623,68,0,273
mRNA36624,68,0,261
mRNA36625,68,0,261
mRNA36626,0,32,0
mRNA36627,0,32,0
mRNA36628,0,32,0
mRNA36629,0,32,0
mRNA36630,0,32,0
mRNA36631,0,32,0
mRNA36632,0,32,0
mRNA36633,0,32,0
mRNA36634,0,32,0
mRNA36635,0,32,0
mRNA36636,0,32,0
mRNA36637,0,32,0
mRNA36638,1,0,0
mRNA36639,1,0,0
mRNA36640,1,0,0
mRNA36641,1,0,0
mRNA36642,1,0,0
mRNA36643,1,0,0
mRNA36644,1,0,0
mRNA36645,1,0,0
mRNA36646,1,0,0
mRNA36647,1,0,0
mRNA36648,1,0,0
mRNA36649,0,0,0
mRNA36650,0,0,0
mRNA36651,0,0,0
mRNA36652,0,0,0
mRNA36653,0,0,0
mRNA36654,0,0,0
mRNA36655,0,0,0
mRNA36656,0,0,0
mRNA36657,0,0,0
mRNA36658,0,0,0
mRNA36659,0,0,0
mRNA36660,0,0,0
mRNA36661,0,0,0
mRNA36662,0,0,0
mRNA36663,0,0,0
mRNA36664,1,0,112
mRNA36665,1,0,112
mRNA36666,1,0,54
mRNA36667,1,0,54
mRNA36668,1,0,54
mRNA36669,1,0,54
mRNA36670,1,0,0
mRNA36671,0,0,112
mRNA36672,0,0,112
mRNA36673,0,0,0
mRNA36674,0,0,0
mRNA36675,0,0,0
mRNA36676,0,0,0
mRNA36677,0,0,0
mRNA36678,0,0,0
mRNA36679,4072,4843,5798
mRNA36680,11,0,19
mRNA36681,11,0,16
mRNA36682,11,0,16
mRNA36683,11,0,16
mRNA36684,11,0,16
mRNA36685,11,0,16
mRNA36686,0,0,0
mRNA36687,0,0,133
mRNA36688,0,0,133
mRNA36689,0,0,23
mRNA36690,0,0,92
mRNA36691,0,0,92
mRNA36692,0,0,0
mRNA36693,0,0,0
mRNA36694,0,0,0
mRNA36695,219,646,224
mRNA36696,219,646,224
mRNA36697,219,646,224
mRNA36698,217,624,195
mRNA36699,219,646,127
mRNA36700,219,646,127
mRNA36701,219,646,127
mRNA36702,217,641,127
mRNA36703,219,561,89
mRNA36704,219,529,86
mRNA36705,0,0,0
mRNA36706,0,0,0
mRNA36707,0,0,0
mRNA36708,0,0,0
mRNA36709,0,0,0
mRNA36710,0,0,0
mRNA36711,0,0,0
mRNA36712,0,0,0
mRNA36713,6,1,22
mRNA36714,109,2,74
mRNA36715,109,2,70
mRNA36716,109,2,70
mRNA36717,101,1,59
mRNA36718,109,2,49
mRNA36719,109,2,46
mRNA36720,10,1,41
mRNA36721,10,1,18
mRNA36722,10,1,18
mRNA36723,10,1,18
mRNA36724,4,0,1
mRNA36725,0,0,1
mRNA36726,0,0,1
mRNA36727,42,0,1
mRNA36728,0,0,1
mRNA36729,38,0,0
mRNA36730,38,0,0
mRNA36731,187,352,0
mRNA36732,187,352,0
mRNA36733,140,0,12
mRNA36734,140,0,12
mRNA36735,140,0,12
mRNA36736,140,0,12
mRNA36737,1,0,0
mRNA36738,1,0,0
mRNA36739,1,0,0
mRNA36740,1,0,0
mRNA36741,1,0,0
mRNA36742,252,438,733
mRNA36743,252,438,733
mRNA36744,246,438,733
mRNA36745,246,438,733
mRNA36746,246,438,733
mRNA36747,246,438,733
mRNA36748,246,438,733
mRNA36749,246,438,733
mRNA36750,245,438,733
mRNA36751,242,428,727
mRNA36752,242,428,727
mRNA36753,242,428,726
mRNA36754,241,428,719
mRNA36755,241,428,719
mRNA36756,241,428,719
mRNA36757,241,428,694
mRNA36758,241,428,694
mRNA36759,300,0,178
mRNA36760,300,0,178
mRNA36761,300,0,178
mRNA36762,261,0,134
mRNA36763,2,0,2
mRNA36764,2,0,2
mRNA36765,2,0,2
mRNA36766,2,0,2
mRNA36767,1,0,2
mRNA36768,2,0,1
mRNA36769,2,0,1
mRNA36770,2,0,1
mRNA36771,1,0,1
mRNA36772,0,0,0
mRNA36773,0,0,0
mRNA36774,10,21,2
mRNA36775,10,21,2
mRNA36776,118,383,855
mRNA36777,118,383,855
mRNA36778,90,276,473
mRNA36779,80,0,207
mRNA36780,187,0,279
mRNA36781,187,0,279
mRNA36782,187,0,279
mRNA36783,187,0,279
mRNA36784,238,0,280
mRNA36785,80,0,207
mRNA36786,56,0,7
mRNA36787,56,0,7
mRNA36788,56,0,7
mRNA36789,56,0,7
mRNA36790,56,0,7
mRNA36791,56,0,7
mRNA36792,51,0,2
mRNA36793,56,0,7
mRNA36794,56,0,7
mRNA36795,5,0,6
mRNA36796,0,0,1
mRNA36797,5,0,5
mRNA36798,5,0,5
mRNA36799,0,0,0
mRNA36800,0,0,5
mRNA36801,0,0,5
mRNA36802,105,0,218
mRNA36803,105,0,218
mRNA36804,0,0,0
mRNA36805,0,0,0
mRNA36806,165,99,93
mRNA36807,164,99,93
mRNA36808,164,99,93
mRNA36809,164,99,93
mRNA36810,164,99,93
mRNA36811,164,99,93
mRNA36812,164,99,93
mRNA36813,164,99,93
mRNA36814,164,99,93
mRNA36815,164,99,93
mRNA36816,164,99,93
mRNA36817,164,99,93
mRNA36818,164,99,93
mRNA36819,164,99,93
mRNA36820,164,99,93
mRNA36821,164,99,93
mRNA36822,164,99,93
mRNA36823,164,99,93
mRNA36824,164,99,93
mRNA36825,164,99,93
mRNA36826,164,99,93
mRNA36827,164,99,93
mRNA36828,164,99,93
mRNA36829,141,99,71
mRNA36830,23,0,22
mRNA36831,0,0,0
mRNA36832,0,0,0
mRNA36833,0,0,0
mRNA36834,0,0,0
mRNA36835,0,0,0
mRNA36836,0,0,0
mRNA36837,0,0,0
mRNA36838,0,0,0
mRNA36839,0,0,0
mRNA36840,0,0,0
mRNA36841,0,0,0
mRNA36842,178,346,74
mRNA36843,193,364,78
mRNA36844,107,195,46
mRNA36845,212,415,89
mRNA36846,212,415,89
mRNA36847,212,415,89
mRNA36848,212,415,89
mRNA36849,210,396,85
mRNA36850,145,4,30
mRNA36851,143,4,30
mRNA36852,143,4,30
mRNA36853,143,4,30
mRNA36854,107,0,0
mRNA36855,107,0,0
mRNA36856,0,0,46
mRNA36857,0,0,46
mRNA36858,0,0,46
mRNA36859,0,0,46
mRNA36860,0,0,46
mRNA36861,0,0,24
mRNA36862,79,409,136
mRNA36863,78,408,109
mRNA36864,90,429,124
mRNA36865,89,429,124
mRNA36866,89,429,124
mRNA36867,67,205,51
mRNA36868,67,204,51
mRNA36869,0,0,0
mRNA36870,0,1,4
mRNA36871,0,1,4
mRNA36872,0,1,4
mRNA36873,0,1,4
mRNA36874,0,0,4
mRNA36875,0,0,4
mRNA36876,0,0,3
mRNA36877,0,1,4
mRNA36878,0,1,4
mRNA36879,0,1,4
mRNA36880,0,1,4
mRNA36881,0,1,4
mRNA36882,0,1,4
mRNA36883,0,1,4
mRNA36884,0,1,4
mRNA36885,0,1,4
mRNA36886,11,0,0
mRNA36887,11,0,0
mRNA36888,11,0,0
mRNA36889,11,0,0
mRNA36890,11,0,0
mRNA36891,0,1,0
mRNA36892,1,0,1
mRNA36893,1,0,1
mRNA36894,9,0,66
mRNA36895,9,0,66
mRNA36896,9,0,66
mRNA36897,9,0,66
mRNA36898,1897,341,678
mRNA36899,1897,341,678
mRNA36900,708,1696,808
mRNA36901,708,1696,808
mRNA36902,708,1696,808
mRNA36903,136,0,156
mRNA36904,136,0,156
mRNA36905,126,0,99
mRNA36906,0,0,0
mRNA36907,0,0,0
mRNA36908,0,0,0
mRNA36909,2,0,50
mRNA36910,2,0,50
mRNA36911,104,29,14
mRNA36912,1175,1021,386
mRNA36913,1147,996,361
mRNA36914,27,38,41
mRNA36915,27,38,41
mRNA36916,27,38,41
mRNA36917,334,715,261
mRNA36918,323,715,238
mRNA36919,93,0,61
mRNA36920,93,0,61
mRNA36921,93,0,61
mRNA36922,93,0,61
mRNA36923,93,0,61
mRNA36924,93,0,61
mRNA36925,93,0,61
mRNA36926,93,0,61
mRNA36927,93,0,61
mRNA36928,93,0,61
mRNA36929,93,0,61
mRNA36930,93,0,61
mRNA36931,89,0,58
mRNA36932,89,0,28
mRNA36933,57,0,49
mRNA36934,2,1,4
mRNA36935,7,65,89
mRNA36936,7,65,89
mRNA36937,7,65,89
mRNA36938,7,65,89
mRNA36939,7,63,89
mRNA36940,7,63,89
mRNA36941,2,2,3
mRNA36942,0,0,0
mRNA36943,2,2,3
mRNA36944,2,2,3
mRNA36945,0,0,0
mRNA36946,2,2,3
mRNA36947,2,2,3
mRNA36948,2,2,1
mRNA36949,0,0,2
mRNA36950,1,0,0
mRNA36951,1,0,0
mRNA36952,1,0,0
mRNA36953,1,0,0
mRNA36954,1,0,0
mRNA36955,0,0,0
mRNA36956,1,0,0
mRNA36957,1,0,0
mRNA36958,20,126,80
mRNA36959,20,126,80
mRNA36960,20,126,80
mRNA36961,19,126,80
mRNA36962,255,305,362
mRNA36963,255,305,362
mRNA36964,235,147,303
mRNA36965,235,147,303
mRNA36966,235,147,303
mRNA36967,235,147,303
mRNA36968,235,147,303
mRNA36969,4,0,21
mRNA36970,4,0,21
mRNA36971,4,0,21
mRNA36972,4,0,21
mRNA36973,4,0,21
mRNA36974,4,0,21
mRNA36975,1,0,21
mRNA36976,15,0,21
mRNA36977,1,0,19
mRNA36978,1,0,19
mRNA36979,3,0,16
mRNA36980,3,0,16
mRNA36981,0,0,0
mRNA36982,1,0,1
mRNA36983,51,0,1
mRNA36984,1,0,1
mRNA36985,1,0,0
mRNA36986,0,0,0
mRNA36987,58,291,32
mRNA36988,0,0,0
mRNA36989,59,199,270
mRNA36990,56,199,270
mRNA36991,56,199,270
mRNA36992,0,0,14
mRNA36993,0,0,0
mRNA36994,0,0,0
mRNA36995,0,0,0
mRNA36996,0,0,0
mRNA36997,0,0,0
mRNA36998,0,0,0
mRNA36999,0,0,0
mRNA37000,0,0,0
mRNA37001,9,0,48
mRNA37002,0,0,48
mRNA37003,9,0,48
mRNA37004,9,0,48
mRNA37005,9,0,48
mRNA37006,9,0,48
mRNA37007,9,0,48
mRNA37008,9,0,48
mRNA37009,9,0,47
mRNA37010,9,0,47
mRNA37011,9,0,47
mRNA37012,9,0,47
mRNA37013,9,0,47
mRNA37014,9,0,47
mRNA37015,9,0,0
mRNA37016,1,0,0
mRNA37017,0,0,0
mRNA37018,0,0,0
mRNA37019,0,0,0
mRNA37020,0,0,0
mRNA37021,0,0,0
mRNA37022,6,252,31
mRNA37023,6,252,31
mRNA37024,6,252,31
mRNA37025,4,143,23
mRNA37026,4,143,23
mRNA37027,4,143,23
mRNA37028,4,143,23
mRNA37029,4,0,2
mRNA37030,6,252,31
mRNA37031,6,252,31
mRNA37032,5,252,24
mRNA37033,1,0,0
mRNA37034,6,252,31
mRNA37035,6,252,31
mRNA37036,4,143,23
mRNA37037,4,143,23
mRNA37038,3,252,31
mRNA37039,3,252,31
mRNA37040,1,143,23
mRNA37041,1,143,23
mRNA37042,1,143,23
mRNA37043,3,252,31
mRNA37044,1,143,23
mRNA37045,1,143,23
mRNA37046,3,252,31
mRNA37047,3,252,31
mRNA37048,1,143,23
mRNA37049,64,252,137
mRNA37050,62,0,91
mRNA37051,62,0,91
mRNA37052,62,0,91
mRNA37053,62,0,91
mRNA37054,62,0,91
mRNA37055,62,0,91
mRNA37056,28,0,48
mRNA37057,0,0,7
mRNA37058,0,0,7
mRNA37059,0,0,5
mRNA37060,0,0,5
mRNA37061,0,0,1
mRNA37062,0,0,0
mRNA37063,0,0,0
mRNA37064,0,0,0
mRNA37065,0,0,0
mRNA37066,0,0,0
mRNA37067,0,0,0
mRNA37068,0,0,0
mRNA37069,0,0,0
mRNA37070,0,0,0
mRNA37071,0,0,0
mRNA37072,0,0,0
mRNA37073,0,0,0
mRNA37074,0,0,0
mRNA37075,0,0,0
mRNA37076,0,0,0
mRNA37077,0,0,0
mRNA37078,0,0,0
mRNA37079,0,0,0
mRNA37080,0,0,0
mRNA37081,0,0,0
mRNA37082,0,0,0
mRNA37083,0,0,0
mRNA37084,0,0,0
mRNA37085,0,0,0
mRNA37086,0,0,0
mRNA37087,0,0,0
mRNA37088,0,0,0
mRNA37089,515,608,1013
mRNA37090,499,608,1003
mRNA37091,92,0,66
mRNA37092,92,0,66
mRNA37093,92,0,66
mRNA37094,92,0,66
mRNA37095,160,75,273
mRNA37096,160,75,273
mRNA37097,258,116,12
mRNA37098,258,116,12
mRNA37099,258,116,12
mRNA37100,258,116,12
mRNA37101,258,116,12
mRNA37102,367,0,0
mRNA37103,367,0,0
mRNA37104,367,0,0
mRNA37105,140,0,162
mRNA37106,140,0,162
mRNA37107,140,0,162
mRNA37108,140,0,162
mRNA37109,133,0,162
mRNA37110,125,0,132
mRNA37111,123,0,132
mRNA37112,0,0,58
mRNA37113,98,511,6
mRNA37114,98,511,6
mRNA37115,48,261,2
mRNA37116,48,261,2
mRNA37117,48,261,1
mRNA37118,48,261,1
mRNA37119,98,511,6
mRNA37120,98,511,6
mRNA37121,98,511,6
mRNA37122,98,511,6
mRNA37123,71,396,6
mRNA37124,11,0,0
mRNA37125,11,0,0
mRNA37126,11,0,0
mRNA37127,11,0,0
mRNA37128,530,0,262
mRNA37129,530,0,262
mRNA37130,428,297,168
mRNA37131,428,297,168
mRNA37132,428,297,168
mRNA37133,1,0,0
mRNA37134,0,0,0
mRNA37135,0,0,0
mRNA37136,0,0,0
mRNA37137,0,0,0
mRNA37138,0,0,0
mRNA37139,0,0,0
mRNA37140,0,0,0
mRNA37141,57,306,56
mRNA37142,57,306,56
mRNA37143,57,306,56
mRNA37144,0,0,31
mRNA37145,383,0,16
mRNA37146,383,0,16
mRNA37147,383,0,16
mRNA37148,383,0,16
mRNA37149,396,0,16
mRNA37150,396,0,16
mRNA37151,396,0,16
mRNA37152,325,0,10
mRNA37153,152,119,35
mRNA37154,152,119,35
mRNA37155,152,119,35
mRNA37156,152,118,34
mRNA37157,152,118,34
mRNA37158,152,118,34
mRNA37159,152,118,34
mRNA37160,152,118,34
mRNA37161,35,7,14
mRNA37162,116,111,20
mRNA37163,104,34,12
mRNA37164,0,0,0
mRNA37165,75,221,47
mRNA37166,75,221,47
mRNA37167,75,221,47
mRNA37168,3,1,9
mRNA37169,3,1,9
mRNA37170,3,1,9
mRNA37171,3,1,9
mRNA37172,3,1,9
mRNA37173,3,1,9
mRNA37174,3,1,9
mRNA37175,3,0,1
mRNA37176,3,1,9
mRNA37177,3,1,9
mRNA37178,3,1,9
mRNA37179,3,1,9
mRNA37180,410,532,201
mRNA37181,410,532,201
mRNA37182,390,511,165
mRNA37183,270,327,137
mRNA37184,250,306,101
mRNA37185,2,0,1
mRNA37186,2,0,1
mRNA37187,0,0,59
mRNA37188,0,0,4
mRNA37189,0,0,4
mRNA37190,0,0,1
mRNA37191,0,0,1
mRNA37192,1,82,9
mRNA37193,1,82,9
mRNA37194,1,82,9
mRNA37195,1,82,9
mRNA37196,0,82,1
mRNA37197,0,82,1
mRNA37198,0,82,0
mRNA37199,91,586,86
mRNA37200,91,586,86
mRNA37201,91,400,60
mRNA37202,91,342,58
mRNA37203,91,342,58
mRNA37204,91,586,86
mRNA37205,0,25,3
mRNA37206,0,0,0
mRNA37207,0,0,0
mRNA37208,0,0,0
mRNA37209,0,0,0
mRNA37210,0,0,0
mRNA37211,0,0,0
mRNA37212,0,0,1
mRNA37213,0,0,1
mRNA37214,0,0,0
mRNA37215,130,0,15
mRNA37216,130,0,15
mRNA37217,130,0,15
mRNA37218,130,0,15
mRNA37219,106,0,15
mRNA37220,7,0,1
mRNA37221,7,0,1
mRNA37222,0,0,1
mRNA37223,0,0,1
mRNA37224,0,0,1
mRNA37225,0,0,1
mRNA37226,0,0,1
mRNA37227,0,0,1
mRNA37228,0,0,1
mRNA37229,0,0,1
mRNA37230,0,0,1
mRNA37231,0,0,1
mRNA37232,0,0,1
mRNA37233,0,0,1
mRNA37234,0,0,1
mRNA37235,0,0,1
mRNA37236,0,0,1
mRNA37237,0,0,1
mRNA37238,0,0,1
mRNA37239,0,0,1
mRNA37240,0,0,1
mRNA37241,0,0,1
mRNA37242,0,0,1
mRNA37243,0,0,1
mRNA37244,0,0,1
mRNA37245,0,0,1
mRNA37246,0,0,1
mRNA37247,0,0,0
mRNA37248,80,154,12
mRNA37249,144,144,154
mRNA37250,144,144,154
mRNA37251,225,77,48
mRNA37252,223,77,48
mRNA37253,60,15,1
mRNA37254,761,1,20
mRNA37255,761,1,20
mRNA37256,761,1,20
mRNA37257,662,1,18
mRNA37258,662,1,18
mRNA37259,588,1,16
mRNA37260,0,0,0
mRNA37261,1544,1272,560
mRNA37262,1544,1272,560
mRNA37263,1544,1272,560
mRNA37264,1544,1271,560
mRNA37265,1,0,2
mRNA37266,1,0,2
mRNA37267,1,0,2
mRNA37268,1,0,2
mRNA37269,1,0,2
mRNA37270,1,0,2
mRNA37271,1,0,2
mRNA37272,1543,1272,559
mRNA37273,0,0,1
mRNA37274,0,0,1
mRNA37275,0,0,1
mRNA37276,1543,1272,559
mRNA37277,0,0,1
mRNA37278,0,0,1
mRNA37279,0,0,1
mRNA37280,19,3,17
mRNA37281,19,3,17
mRNA37282,19,3,16
mRNA37283,19,3,16
mRNA37284,19,3,16
mRNA37285,19,3,16
mRNA37286,19,3,16
mRNA37287,19,3,16
mRNA37288,19,3,16
mRNA37289,19,3,16
mRNA37290,19,3,16
mRNA37291,19,3,16
mRNA37292,19,3,16
mRNA37293,19,3,16
mRNA37294,19,3,7
mRNA37295,0,0,0
mRNA37296,0,0,0
mRNA37297,0,1,1
mRNA37298,0,0,0
mRNA37299,0,0,0
mRNA37300,0,0,0
mRNA37301,0,0,0
mRNA37302,0,0,0
mRNA37303,0,0,0
mRNA37304,0,0,0
mRNA37305,0,0,0
mRNA37306,0,0,0
mRNA37307,0,0,0
mRNA37308,0,0,0
mRNA37309,0,0,0
mRNA37310,0,0,0
mRNA37311,0,0,0
mRNA37312,0,0,0
mRNA37313,0,0,0
mRNA37314,0,0,0
mRNA37315,0,0,0
mRNA37316,0,0,0
mRNA37317,0,0,0
mRNA37318,0,0,0
mRNA37319,0,0,0
mRNA37320,0,0,0
mRNA37321,0,0,0
mRNA37322,0,0,0
mRNA37323,0,0,0
mRNA37324,0,0,0
mRNA37325,0,0,0
mRNA37326,0,0,0
mRNA37327,0,0,0
mRNA37328,0,0,0
mRNA37329,0,0,0
mRNA37330,0,0,0
mRNA37331,0,0,0
mRNA37332,191,479,83
mRNA37333,98,274,70
mRNA37334,191,479,83
mRNA37335,191,479,83
mRNA37336,191,479,83
mRNA37337,0,0,0
mRNA37338,0,0,0
mRNA37339,0,0,0
mRNA37340,0,0,0
mRNA37341,0,0,19
mRNA37342,12,1,0
mRNA37343,36,0,0
mRNA37344,0,0,0
mRNA37345,126,0,774
mRNA37346,66,0,49
mRNA37347,66,0,49
mRNA37348,66,0,49
mRNA37349,66,0,49
mRNA37350,66,0,49
mRNA37351,66,0,49
mRNA37352,66,0,49
mRNA37353,66,0,49
mRNA37354,66,0,49
mRNA37355,66,0,49
mRNA37356,0,0,49
mRNA37357,4971,2099,112
mRNA37358,0,0,0
mRNA37359,0,0,1183
mRNA37360,0,0,946
mRNA37361,0,0,1390
mRNA37362,2,0,0
mRNA37363,0,0,245
mRNA37364,0,0,277
mRNA37365,0,0,245
mRNA37366,1,1,22
mRNA37367,0,0,0
mRNA37368,72,0,50
mRNA37369,0,0,0
mRNA37370,72,0,46
mRNA37371,23,0,2
mRNA37372,0,0,0
mRNA37373,52,0,50
mRNA37374,47,0,0
mRNA37375,0,0,0
mRNA37376,0,0,0
mRNA37377,86,0,1
mRNA37378,0,0,0
mRNA37379,0,0,0
mRNA37380,0,0,0
mRNA37381,0,0,0
mRNA37382,0,0,0
mRNA37383,3,0,1
mRNA37384,0,0,66
mRNA37385,10,0,0
mRNA37386,10,0,0
mRNA37387,0,0,0
mRNA37388,0,0,0
mRNA37389,10,0,0
mRNA37390,0,0,0
mRNA37391,10,0,0
mRNA37392,10,0,0
mRNA37393,10,0,0
mRNA37394,10,0,0
mRNA37395,0,0,0
mRNA37396,0,0,0
mRNA37397,0,0,0
mRNA37398,0,0,0
mRNA37399,0,0,0
mRNA37400,10,0,0
mRNA37401,10,0,0
mRNA37402,10,0,0
mRNA37403,10,0,0
mRNA37404,0,0,0
mRNA37405,0,0,0
mRNA37406,0,0,0
mRNA37407,10,0,0
mRNA37408,192,0,24
mRNA37409,192,0,24
mRNA37410,192,0,24
mRNA37411,192,0,24
mRNA37412,192,0,24
mRNA37413,192,0,24
mRNA37414,192,0,24
mRNA37415,192,0,24
mRNA37416,192,0,24
mRNA37417,192,0,24
mRNA37418,192,0,24
mRNA37419,192,0,24
mRNA37420,192,0,24
mRNA37421,190,0,24
mRNA37422,190,0,24
mRNA37423,190,0,24
mRNA37424,190,0,24
mRNA37425,190,0,24
mRNA37426,0,0,0
mRNA37427,0,0,0
mRNA37428,0,0,0
mRNA37429,0,0,0
mRNA37430,0,0,0
mRNA37431,0,0,0
mRNA37432,0,0,0
mRNA37433,0,0,0
mRNA37434,0,0,0
mRNA37435,0,0,0
mRNA37436,152,0,0
mRNA37437,152,0,0
mRNA37438,152,0,0
mRNA37439,152,0,0
mRNA37440,0,0,0
mRNA37441,207,0,12
mRNA37442,207,0,12
mRNA37443,207,0,12
mRNA37444,110,3,234
mRNA37445,0,0,0
mRNA37446,0,0,0
mRNA37447,0,0,0
mRNA37448,0,0,0
mRNA37449,0,0,102
mRNA37450,16,0,77
mRNA37451,11,12,1919
mRNA37452,1,12,1528
mRNA37453,0,0,0
mRNA37454,18,0,0
mRNA37455,0,0,0
mRNA37456,0,0,0
mRNA37457,0,0,0
mRNA37458,0,0,0
mRNA37459,0,0,0
mRNA37460,0,0,0
mRNA37461,0,0,0
mRNA37462,0,0,0
mRNA37463,0,0,0
mRNA37464,0,0,0
mRNA37465,0,0,0
mRNA37466,0,0,0
mRNA37467,0,0,0
mRNA37468,0,0,0
mRNA37469,0,0,0
mRNA37470,19,0,0
mRNA37471,19,0,0
mRNA37472,19,0,0
mRNA37473,19,0,0
mRNA37474,19,0,0
mRNA37475,0,0,0
mRNA37476,36,0,0
mRNA37477,0,0,62
mRNA37478,57,0,0
mRNA37479,23,8,1
mRNA37480,23,24,0
mRNA37481,20,23,0
mRNA37482,0,0,1
mRNA37483,20,0,10
mRNA37484,0,0,1
mRNA37485,6,2,128
mRNA37486,0,0,0
mRNA37487,0,0,0
mRNA37488,0,0,0
mRNA37489,0,0,1
mRNA37490,1,0,17
mRNA37491,0,0,0
mRNA37492,0,0,5
mRNA37493,0,0,0
mRNA37494,0,19,0
mRNA37495,0,19,0
mRNA37496,0,19,0
mRNA37497,0,19,0
mRNA37498,0,19,0
mRNA37499,1,0,0
mRNA37500,0,0,0
mRNA37501,0,0,0
mRNA37502,0,0,0
mRNA37503,0,0,0
mRNA37504,0,0,0
mRNA37505,0,0,0
mRNA37506,0,0,0
mRNA37507,0,0,30
mRNA37508,0,0,30
mRNA37509,0,0,30
mRNA37510,0,0,30
mRNA37511,0,0,30
mRNA37512,0,0,30
mRNA37513,0,0,30
mRNA37514,0,0,30
mRNA37515,0,0,0
mRNA37516,0,0,0
mRNA37517,0,0,0
mRNA37518,0,0,0
mRNA37519,0,0,0
mRNA37520,0,0,0
mRNA37521,0,0,0
mRNA37522,3,0,0
mRNA37523,3,0,0
mRNA37524,3,0,0
mRNA37525,3,0,0
mRNA37526,3,0,0
mRNA37527,3,0,0
mRNA37528,3,0,0
mRNA37529,3,0,0
mRNA37530,3,0,0
mRNA37531,3,0,0
mRNA37532,1,0,0
mRNA37533,0,0,0
mRNA37534,0,0,0
mRNA37535,0,0,0
mRNA37536,0,0,0
mRNA37537,0,0,0
mRNA37538,0,0,0
mRNA37539,0,0,0
mRNA37540,0,0,0
mRNA37541,0,0,0
mRNA37542,0,0,0
mRNA37543,0,0,0
mRNA37544,0,0,0
mRNA37545,0,0,0
mRNA37546,0,0,0
mRNA37547,2,0,0
mRNA37548,2,0,0
mRNA37549,2,0,0
mRNA37550,2,0,0
mRNA37551,2,0,0
mRNA37552,2,0,0
mRNA37553,2,0,0
mRNA37554,1,0,0
mRNA37555,1,0,0
mRNA37556,1,0,0
mRNA37557,1,0,0
mRNA37558,1,0,0
mRNA37559,1,0,0
mRNA37560,1,0,0
mRNA37561,1,0,0
mRNA37562,1,0,0
mRNA37563,0,0,0
mRNA37564,0,0,0
mRNA37565,0,0,0
mRNA37566,0,0,0
mRNA37567,0,0,0
mRNA37568,0,0,0
mRNA37569,0,0,0
mRNA37570,0,0,0
mRNA37571,0,0,0
mRNA37572,0,0,0
mRNA37573,0,0,0
mRNA37574,121,0,0
mRNA37575,121,0,0
mRNA37576,121,0,0
mRNA37577,121,0,0
mRNA37578,121,0,0
mRNA37579,121,0,0
mRNA37580,120,0,0
mRNA37581,120,0,0
mRNA37582,2,1,7
mRNA37583,2,1,7
mRNA37584,2,1,7
mRNA37585,2,1,7
mRNA37586,2,1,7
mRNA37587,1,0,1
mRNA37588,1,0,0
mRNA37589,0,0,0
mRNA37590,0,0,0
mRNA37591,0,0,0
mRNA37592,0,0,0
mRNA37593,0,0,0
mRNA37594,0,0,0
mRNA37595,0,0,0
mRNA37596,0,0,0
mRNA37597,0,0,0
mRNA37598,0,0,0
mRNA37599,0,0,0
mRNA37600,0,0,0
mRNA37601,0,0,0
mRNA37602,0,0,0
mRNA37603,0,0,0
mRNA37604,0,0,0
mRNA37605,17,19,34
mRNA37606,0,0,0
mRNA37607,0,0,0
mRNA37608,0,0,0
mRNA37609,0,0,0
mRNA37610,0,0,0
mRNA37611,0,0,0
mRNA37612,0,0,0
mRNA37613,0,0,0
mRNA37614,0,0,0
mRNA37615,0,0,0
mRNA37616,0,0,0
mRNA37617,0,0,0
mRNA37618,0,0,0
mRNA37619,0,0,0
mRNA37620,0,0,0
mRNA37621,0,0,0
mRNA37622,0,0,0
mRNA37623,0,0,0
mRNA37624,0,0,0
mRNA37625,0,0,0
